,Date,Close,High,Low,Open,Volume
591,1/24/2023,7572.8125,7687.900836,7572.8125,7641.865502,42474500
592,1/25/2023,7549.794922,7641.865592,7549.794922,7641.865592,66124500
593,1/26/2023,7802.989746,7802.989746,7572.813057,7572.813057,77582300
594,1/27/2023,8010.148926,8148.254942,7872.04291,8010.148926,196804700
595,1/30/2023,8010.148926,8079.201934,7895.060579,8033.166595,68544300
596,1/31/2023,7802.989746,7987.131097,7802.989746,7941.095759,200589000
597,2/1/2023,7826.005859,7895.058852,7779.970531,7895.058852,77396200
598,2/2/2023,7779.971191,7849.02419,7733.935859,7756.953525,99109500
599,2/3/2023,8010.148926,8010.148926,7826.007571,7872.04291,71716700
600,2/6/2023,8033.165527,8056.183194,7964.112529,8056.183194,117757700
601,2/7/2023,8148.253418,8148.253418,8056.182758,8079.200423,116014700
602,2/8/2023,8125.236328,8148.253995,8102.218661,8125.236328,54495500
603,2/9/2023,8194.289063,8194.289063,8102.218399,8125.236065,72381700
604,2/10/2023,8125.236328,8194.289328,8010.147995,8171.271661,62060900
605,2/13/2023,8171.271973,8194.28964,8079.201303,8171.271973,63775000
606,2/14/2023,8240.325195,8240.325195,8125.236855,8148.254523,81678200
607,2/15/2023,8171.271973,8194.28964,8056.183635,8171.271973,38037000
608,2/16/2023,8010.148926,8148.254942,8010.148926,8125.237272,66040400
609,2/17/2023,8033.165527,8148.253859,8033.165527,8079.20086,43588900
610,2/20/2023,8056.182617,8125.235611,8010.147288,8033.164953,40077000
611,2/21/2023,8010.148926,8102.219603,8010.148926,8079.201934,25390500
612,2/22/2023,7987.129395,8056.182386,7941.094067,8010.147058,38671900
613,2/23/2023,8033.165527,8056.183194,7941.094862,7941.094862,53412300
614,2/24/2023,7987.129395,8148.253042,7987.129395,8079.20005,44123400
615,2/27/2023,8079.201172,8079.201172,7964.112836,7987.130503,59983900
616,2/28/2023,8056.182617,8079.200282,7987.129623,8079.200282,106349400
617,3/1/2023,7918.077148,8056.183145,7918.077148,8033.165479,67034700
618,3/2/2023,7941.094727,8010.147724,7918.077061,7918.077061,56672000
619,3/3/2023,7802.989746,7987.131097,7802.989746,7964.113428,95376900
620,3/6/2023,7733.936035,7872.042036,7733.936035,7872.042036,92652000
